image,country,count_boundary_pixels,count_parcel_pixels,count_background_pixels
FR_57517_S2_10m_256.nc,FR,2158,11288,54248
NL_2512_S2_10m_256.nc,NL,9897,10512,55024
AT_8227_S2_10m_256.nc,AT,24742,35448,30088
AT_538_S2_10m_256.nc,AT,15674,21044,44492
NL_1649_S2_10m_256.nc,NL,548,427,65109
AT_8771_S2_10m_256.nc,AT,5337,9477,56059
FR_45939_S2_10m_256.nc,FR,24656,37616,27920
NL_4133_S2_10m_256.nc,NL,28327,50073,15463
FR_35101_S2_10m_256.nc,FR,1931,25193,40343
AT_1726_S2_10m_256.nc,AT,1043,24094,41442
NL_2588_S2_10m_256.nc,NL,0,0,65536
SE_16262_S2_10m_256.nc,SE,15591,56247,9289
LU_180_S2_10m_256.nc,LU,25208,43723,21813
FR_29742_S2_10m_256.nc,FR,8359,22981,42555
FR_42052_S2_10m_256.nc,FR,33387,55069,10467
NL_3038_S2_10m_256.nc,NL,2642,3031,62505
FR_36056_S2_10m_256.nc,FR,4822,12080,53456
SE_45336_S2_10m_256.nc,SE,6311,10630,54906
FR_49481_S2_10m_256.nc,FR,834,50413,15123
ES_1373_S2_10m_256.nc,ES,25457,61199,4337
FR_40965_S2_10m_256.nc,FR,3138,4043,61493
AT_8721_S2_10m_256.nc,AT,32302,61698,3838
FR_53669_S2_10m_256.nc,FR,28798,39131,26405
AT_4533_S2_10m_256.nc,AT,2720,19926,45610
AT_4300_S2_10m_256.nc,AT,11489,15069,50467
FR_44527_S2_10m_256.nc,FR,6698,22794,42742
AT_6751_S2_10m_256.nc,AT,2217,13218,52318
SE_17411_S2_10m_256.nc,SE,17343,30812,34724
SE_22398_S2_10m_256.nc,SE,12505,20959,44577
SE_28195_S2_10m_256.nc,SE,11899,21363,44173
NL_1715_S2_10m_256.nc,NL,24304,35173,30363
ES_2352_S2_10m_256.nc,ES,21276,20654,44882
NL_2273_S2_10m_256.nc,NL,39623,47876,17660
ES_1421_S2_10m_256.nc,ES,26407,42573,22963
FR_26009_S2_10m_256.nc,FR,18686,41042,24494
SE_10474_S2_10m_256.nc,SE,14771,48794,16742
AT_9739_S2_10m_256.nc,AT,23350,40727,24809
AT_3578_S2_10m_256.nc,AT,15740,30324,35212
AT_7953_S2_10m_256.nc,AT,1775,7605,57931
ES_1997_S2_10m_256.nc,ES,0,0,65536
NL_2664_S2_10m_256.nc,NL,3709,2017,63519
SE_7001_S2_10m_256.nc,SE,18515,33781,31755
SE_31291_S2_10m_256.nc,SE,6871,9439,56097
AT_7576_S2_10m_256.nc,AT,21478,48321,17215
FR_55403_S2_10m_256.nc,FR,4669,15230,50306
FR_16936_S2_10m_256.nc,FR,4624,18903,46633
AT_3499_S2_10m_256.nc,AT,6630,54610,10926
ES_1377_S2_10m_256.nc,ES,26072,30019,35517
FR_46156_S2_10m_256.nc,FR,11391,39811,25725
SE_7757_S2_10m_256.nc,SE,11851,17202,48334
AT_7428_S2_10m_256.nc,AT,5920,7573,57963
NL_3043_S2_10m_256.nc,NL,24649,38431,27105
ES_1359_S2_10m_256.nc,ES,23351,29240,36296
FR_40964_S2_10m_256.nc,FR,5150,6340,59196
FR_15251_S2_10m_256.nc,FR,24981,43927,21609
AT_8455_S2_10m_256.nc,AT,14343,15052,50484
FR_52790_S2_10m_256.nc,FR,11067,16788,48748
SI_1119_S2_10m_256.nc,SI,12210,11414,54122
AT_5352_S2_10m_256.nc,AT,5316,29040,36496
FR_58957_S2_10m_256.nc,FR,8464,11906,53630
NL_4680_S2_10m_256.nc,NL,9199,20182,45354
AT_3280_S2_10m_256.nc,AT,21020,32399,33137
FR_64237_S2_10m_256.nc,FR,35541,55770,9766
NL_4280_S2_10m_256.nc,NL,26587,41957,23579
AT_9643_S2_10m_256.nc,AT,8202,9207,56329
AT_5363_S2_10m_256.nc,AT,5438,10818,54718
SE_43948_S2_10m_256.nc,SE,21303,39653,25883
SE_28288_S2_10m_256.nc,SE,7207,8313,57223
FR_62301_S2_10m_256.nc,FR,57,49,65487
AT_4599_S2_10m_256.nc,AT,7001,29170,36366
NL_3177_S2_10m_256.nc,NL,21379,39531,26005
NL_2724_S2_10m_256.nc,NL,24045,35997,29539
SE_35088_S2_10m_256.nc,SE,23312,40475,25061
AT_10039_S2_10m_256.nc,AT,22004,56450,9086
AT_826_S2_10m_256.nc,AT,4168,17142,48394
FR_31384_S2_10m_256.nc,FR,12109,31312,34224
NL_3418_S2_10m_256.nc,NL,5697,10660,54876
FR_65070_S2_10m_256.nc,FR,23252,36541,28995
FR_18850_S2_10m_256.nc,FR,16784,38491,27045
NL_3337_S2_10m_256.nc,NL,25763,46724,18812
FR_49869_S2_10m_256.nc,FR,15028,36749,28787
FR_53333_S2_10m_256.nc,FR,7985,50734,14802
FR_55421_S2_10m_256.nc,FR,9092,22384,43152
ES_891_S2_10m_256.nc,ES,22174,28059,37477
NL_2028_S2_10m_256.nc,NL,4985,6832,58704
ES_3568_S2_10m_256.nc,ES,21440,26719,38817
ES_1004_S2_10m_256.nc,ES,38349,57908,7628
FR_56124_S2_10m_256.nc,FR,3585,36003,29533
NL_2723_S2_10m_256.nc,NL,19176,33357,32179
AT_5802_S2_10m_256.nc,AT,1231,27620,37916
AT_9977_S2_10m_256.nc,AT,25127,62661,2875
FR_21613_S2_10m_256.nc,FR,22724,52732,12804
ES_1008_S2_10m_256.nc,ES,29876,58364,7172
FR_32899_S2_10m_256.nc,FR,1450,5293,60243
NL_2132_S2_10m_256.nc,NL,16404,29125,36411
FR_46194_S2_10m_256.nc,FR,22049,28090,37446
AT_6636_S2_10m_256.nc,AT,14277,30501,35035
FR_69851_S2_10m_256.nc,FR,350,584,64952
FR_57219_S2_10m_256.nc,FR,8437,44887,20649
NL_3600_S2_10m_256.nc,NL,32559,33653,31883
FR_14449_S2_10m_256.nc,FR,2849,17103,48433
FR_24630_S2_10m_256.nc,FR,26477,54378,11158
AT_7793_S2_10m_256.nc,AT,141,117,65419
AT_8844_S2_10m_256.nc,AT,1874,2900,62636
NL_1724_S2_10m_256.nc,NL,17762,34696,30840
NL_5144_S2_10m_256.nc,NL,25766,44776,20760
ES_3879_S2_10m_256.nc,ES,3662,3130,62406
SI_369_S2_10m_256.nc,SI,1602,1428,64108
LU_68_S2_10m_256.nc,LU,18810,42389,23147
SE_18899_S2_10m_256.nc,SE,1945,1493,64043
SE_27092_S2_10m_256.nc,SE,3324,7255,58281
NL_2636_S2_10m_256.nc,NL,14726,27319,38217
SI_1329_S2_10m_256.nc,SI,117,89,65447
FR_19438_S2_10m_256.nc,FR,4695,8439,57097
NL_2351_S2_10m_256.nc,NL,19880,25330,40206
SI_1236_S2_10m_256.nc,SI,1759,1086,64450
FR_42477_S2_10m_256.nc,FR,10634,18228,47308
AT_7684_S2_10m_256.nc,AT,40019,49386,16150
FR_59518_S2_10m_256.nc,FR,1287,1139,64397
FR_35818_S2_10m_256.nc,FR,2933,5896,59640
FR_50034_S2_10m_256.nc,FR,17286,27263,38273
AT_2167_S2_10m_256.nc,AT,2480,41540,23996
AT_10114_S2_10m_256.nc,AT,26297,48457,17079
NL_3420_S2_10m_256.nc,NL,11778,20488,45048
AT_1724_S2_10m_256.nc,AT,2420,13580,51956
NL_2637_S2_10m_256.nc,NL,15703,24454,41082
AT_7188_S2_10m_256.nc,AT,4326,10271,55265
FR_24443_S2_10m_256.nc,FR,4591,10573,54963
AT_7592_S2_10m_256.nc,AT,21380,33737,31799
FR_56119_S2_10m_256.nc,FR,6842,45243,20293
AT_8264_S2_10m_256.nc,AT,22382,52323,13213
AT_9167_S2_10m_256.nc,AT,29313,62169,3367
NL_4597_S2_10m_256.nc,NL,22304,48838,16698
FR_48947_S2_10m_256.nc,FR,14330,18769,46767
SE_40666_S2_10m_256.nc,SE,7546,11700,53836
SE_18498_S2_10m_256.nc,SE,16844,39109,26427
AT_1723_S2_10m_256.nc,AT,26434,28177,37359
FR_37331_S2_10m_256.nc,FR,1431,2389,63147
AT_4298_S2_10m_256.nc,AT,8452,19344,46192
SE_26982_S2_10m_256.nc,SE,8842,10222,55314
NL_2211_S2_10m_256.nc,NL,17014,25167,40369
ES_1918_S2_10m_256.nc,ES,26449,32703,32833
SE_6252_S2_10m_256.nc,SE,13921,26280,39256
AT_4448_S2_10m_256.nc,AT,921,10455,55081
ES_1617_S2_10m_256.nc,ES,30544,52998,12538
SE_30146_S2_10m_256.nc,SE,16569,35781,29755
ES_1871_S2_10m_256.nc,ES,1537,1332,64204
FR_20512_S2_10m_256.nc,FR,0,0,65536
FR_54225_S2_10m_256.nc,FR,23798,38752,26784
FR_30205_S2_10m_256.nc,FR,14319,24318,41218
SE_7756_S2_10m_256.nc,SE,16248,23624,41912
FR_34296_S2_10m_256.nc,FR,20050,32132,33404
AT_4464_S2_10m_256.nc,AT,1096,2726,62810
AT_8523_S2_10m_256.nc,AT,26796,38761,26775
FR_13994_S2_10m_256.nc,FR,20104,34307,31229
FR_55582_S2_10m_256.nc,FR,5825,32003,33533
AT_8675_S2_10m_256.nc,AT,22522,27512,38024
FR_51958_S2_10m_256.nc,FR,6477,7998,57538
NL_2447_S2_10m_256.nc,NL,21140,52527,13009
SI_1965_S2_10m_256.nc,SI,23387,49347,16189
NL_1980_S2_10m_256.nc,NL,1735,30110,35426
ES_1247_S2_10m_256.nc,ES,31307,51864,13672
NL_2357_S2_10m_256.nc,NL,27315,40489,25047
FR_22506_S2_10m_256.nc,FR,17353,52141,13395
LU_213_S2_10m_256.nc,LU,10177,13867,51669
ES_1865_S2_10m_256.nc,ES,26908,29606,35930
FR_43248_S2_10m_256.nc,FR,17484,50323,15213
SE_28224_S2_10m_256.nc,SE,7423,17622,47914
LU_127_S2_10m_256.nc,LU,18557,37033,28503
LU_237_S2_10m_256.nc,LU,21769,48345,17191
AT_7585_S2_10m_256.nc,AT,703,1095,64441
SE_12734_S2_10m_256.nc,SE,21808,41685,23851
NL_3365_S2_10m_256.nc,NL,8738,23032,42504
AT_8984_S2_10m_256.nc,AT,22081,32442,33094
FR_21385_S2_10m_256.nc,FR,24748,43491,22045
AT_7046_S2_10m_256.nc,AT,10494,14122,51414
FR_40365_S2_10m_256.nc,FR,4056,7199,58337
SE_25523_S2_10m_256.nc,SE,9307,22877,42659
ES_2297_S2_10m_256.nc,ES,776,478,65058
AT_7915_S2_10m_256.nc,AT,26320,47015,18521
SE_37962_S2_10m_256.nc,SE,3811,6339,59197
SE_31281_S2_10m_256.nc,SE,2672,3304,62232
FR_54471_S2_10m_256.nc,FR,3715,34812,30724
FR_33305_S2_10m_256.nc,FR,254,261,65275
NL_2884_S2_10m_256.nc,NL,7354,10750,54786
ES_431_S2_10m_256.nc,ES,20949,46808,18728
FR_25775_S2_10m_256.nc,FR,13142,22649,42887
NL_1737_S2_10m_256.nc,NL,15133,19670,45866
AT_7438_S2_10m_256.nc,AT,6060,8298,57238
FR_25227_S2_10m_256.nc,FR,19315,28297,37239
SI_370_S2_10m_256.nc,SI,7112,5398,60138
FR_56958_S2_10m_256.nc,FR,6733,28827,36709
SE_16945_S2_10m_256.nc,SE,10844,31333,34203
NL_2278_S2_10m_256.nc,NL,0,0,65536
FR_31707_S2_10m_256.nc,FR,15915,35954,29582
AT_1643_S2_10m_256.nc,AT,1613,16183,49353
ES_1128_S2_10m_256.nc,ES,27988,52467,13069
FR_18724_S2_10m_256.nc,FR,20805,45014,20522
SE_42025_S2_10m_256.nc,SE,17033,37673,27863
SE_13943_S2_10m_256.nc,SE,12136,14827,50709
AT_6830_S2_10m_256.nc,AT,3847,6737,58799
AT_3125_S2_10m_256.nc,AT,1722,11747,53789
NL_3792_S2_10m_256.nc,NL,9638,14881,50655
SE_25449_S2_10m_256.nc,SE,2867,6258,59278
NL_1809_S2_10m_256.nc,NL,17537,21018,44518
FR_62832_S2_10m_256.nc,FR,11440,28727,36809
AT_5735_S2_10m_256.nc,AT,0,0,65536
AT_5337_S2_10m_256.nc,AT,10707,15911,49625
ES_198_S2_10m_256.nc,ES,33589,43132,22404
SE_12354_S2_10m_256.nc,SE,15706,57495,8041
AT_7420_S2_10m_256.nc,AT,6969,9109,56427
NL_3658_S2_10m_256.nc,NL,26022,36030,29506
FR_22213_S2_10m_256.nc,FR,29044,47722,17814
AT_5713_S2_10m_256.nc,AT,17117,36459,29077
NL_3179_S2_10m_256.nc,NL,21493,44235,21301
FR_58586_S2_10m_256.nc,FR,2098,8421,57115
FR_27984_S2_10m_256.nc,FR,18995,22903,42633
FR_46845_S2_10m_256.nc,FR,16324,33870,31666
NL_2266_S2_10m_256.nc,NL,30715,37178,28358
AT_7274_S2_10m_256.nc,AT,14754,34006,31530
FR_54710_S2_10m_256.nc,FR,3422,2967,62569
NL_2822_S2_10m_256.nc,NL,0,0,65536
NL_948_S2_10m_256.nc,NL,16641,33637,31899
SE_14712_S2_10m_256.nc,SE,19304,41151,24385
AT_6527_S2_10m_256.nc,AT,11361,14755,50781
ES_581_S2_10m_256.nc,ES,16869,53310,12226
AT_10328_S2_10m_256.nc,AT,18170,57495,8041
FR_23790_S2_10m_256.nc,FR,11514,17612,47924
FR_28375_S2_10m_256.nc,FR,12151,31276,34260
NL_4452_S2_10m_256.nc,NL,21025,44998,20538
SE_28197_S2_10m_256.nc,SE,10290,16341,49195
AT_5356_S2_10m_256.nc,AT,14185,25527,40009
FR_59246_S2_10m_256.nc,FR,17027,34436,31100
AT_4834_S2_10m_256.nc,AT,6557,12040,53496
FR_30244_S2_10m_256.nc,FR,9336,17573,47963
AT_164_S2_10m_256.nc,AT,9145,21955,43581
AT_9832_S2_10m_256.nc,AT,32650,57622,7914
AT_7133_S2_10m_256.nc,AT,11324,16342,49194
ES_2177_S2_10m_256.nc,ES,0,0,65536
AT_7574_S2_10m_256.nc,AT,2106,1816,63720
AT_6696_S2_10m_256.nc,AT,12029,15406,50130
AT_3050_S2_10m_256.nc,AT,869,8370,57166
AT_2092_S2_10m_256.nc,AT,2661,59748,5788
AT_7637_S2_10m_256.nc,AT,7760,11587,53949
FR_65622_S2_10m_256.nc,FR,35558,55910,9626
SE_38251_S2_10m_256.nc,SE,18266,27419,38117
AT_10179_S2_10m_256.nc,AT,22448,49239,16297
AT_6566_S2_10m_256.nc,AT,20832,32868,32668
AT_4077_S2_10m_256.nc,AT,13163,15041,50495
SE_20549_S2_10m_256.nc,SE,211,335,65201
AT_8108_S2_10m_256.nc,AT,4141,5654,59882
AT_8989_S2_10m_256.nc,AT,13479,16056,49480
SI_854_S2_10m_256.nc,SI,15750,15923,49613
NL_3745_S2_10m_256.nc,NL,11536,18535,47001
ES_942_S2_10m_256.nc,ES,33684,51519,14017
NL_2187_S2_10m_256.nc,NL,21837,25820,39716
AT_9371_S2_10m_256.nc,AT,17241,39055,26481
FR_17757_S2_10m_256.nc,FR,1120,11658,53878
NL_3016_S2_10m_256.nc,NL,12822,23761,41775
NL_3580_S2_10m_256.nc,NL,0,0,65536
AT_6177_S2_10m_256.nc,AT,0,0,65536
NL_2133_S2_10m_256.nc,NL,9065,18086,47450
LU_138_S2_10m_256.nc,LU,17236,23217,42319
SE_31340_S2_10m_256.nc,SE,0,0,65536
NL_3978_S2_10m_256.nc,NL,33424,52092,13444
SE_10809_S2_10m_256.nc,SE,24287,50410,15126
FR_22987_S2_10m_256.nc,FR,21125,55823,9713
AT_1280_S2_10m_256.nc,AT,9622,17205,48331
FR_32770_S2_10m_256.nc,FR,13902,61098,4438
SE_10463_S2_10m_256.nc,SE,2115,1951,63585
SE_25051_S2_10m_256.nc,SE,8101,11261,54275
FR_34391_S2_10m_256.nc,FR,8549,27176,38360
NL_1721_S2_10m_256.nc,NL,7307,13161,52375
SE_13940_S2_10m_256.nc,SE,12494,20614,44922
AT_7437_S2_10m_256.nc,AT,4921,6475,59061
FR_28595_S2_10m_256.nc,FR,6812,19817,45719
SE_26652_S2_10m_256.nc,SE,18302,44624,20912
NL_2360_S2_10m_256.nc,NL,31106,40622,24914
AT_9599_S2_10m_256.nc,AT,13832,22930,42606
FR_51998_S2_10m_256.nc,FR,18641,30939,34597
SE_18174_S2_10m_256.nc,SE,16060,39791,25745
AT_6027_S2_10m_256.nc,AT,3055,2931,62605
NL_3135_S2_10m_256.nc,NL,0,0,65536
FR_15647_S2_10m_256.nc,FR,21390,52003,13533
FR_68474_S2_10m_256.nc,FR,1443,18653,46883
SI_2059_S2_10m_256.nc,SI,27784,31696,33840
SE_43950_S2_10m_256.nc,SE,18283,50406,15130
FR_50724_S2_10m_256.nc,FR,503,467,65069
AT_5191_S2_10m_256.nc,AT,7630,9416,56120
AT_3432_S2_10m_256.nc,AT,13424,20980,44556
FR_23846_S2_10m_256.nc,FR,6036,6553,58983
AT_3420_S2_10m_256.nc,AT,1662,6569,58967
NL_4424_S2_10m_256.nc,NL,15710,25335,40201
FR_71243_S2_10m_256.nc,FR,6705,18959,46577
FR_58914_S2_10m_256.nc,FR,0,0,65536
AT_7981_S2_10m_256.nc,AT,515,1041,64495
FR_33921_S2_10m_256.nc,FR,20557,44936,20600
AT_6011_S2_10m_256.nc,AT,5425,5260,60276
FR_51674_S2_10m_256.nc,FR,2769,20994,44542
AT_6412_S2_10m_256.nc,AT,18067,42934,22602
AT_5502_S2_10m_256.nc,AT,7831,8508,57028
SE_17795_S2_10m_256.nc,SE,15701,47699,17837
FR_51165_S2_10m_256.nc,FR,5207,7881,57655
SE_16568_S2_10m_256.nc,SE,17856,60622,4914
NL_4220_S2_10m_256.nc,NL,14748,28840,36696
SE_23256_S2_10m_256.nc,SE,0,0,65536
NL_4677_S2_10m_256.nc,NL,11607,22788,42748
FR_44116_S2_10m_256.nc,FR,9822,22181,43355
FR_50288_S2_10m_256.nc,FR,0,0,65536
SE_25891_S2_10m_256.nc,SE,16549,32504,33032
SE_30594_S2_10m_256.nc,SE,279,418,65118
AT_6097_S2_10m_256.nc,AT,2998,41178,24358
FR_50451_S2_10m_256.nc,FR,3582,6045,59491
NL_2130_S2_10m_256.nc,NL,27975,45025,20511
AT_5956_S2_10m_256.nc,AT,6,2,65534
LU_134_S2_10m_256.nc,LU,22258,36279,29257
NL_4307_S2_10m_256.nc,NL,21255,56499,9037
AT_6379_S2_10m_256.nc,AT,3916,25575,39961
SE_30160_S2_10m_256.nc,SE,4175,4864,60672
NL_2942_S2_10m_256.nc,NL,20314,39019,26517
FR_34413_S2_10m_256.nc,FR,2336,3610,61926
FR_37197_S2_10m_256.nc,FR,0,0,65536
SE_18874_S2_10m_256.nc,SE,15284,37899,27637
AT_7683_S2_10m_256.nc,AT,28921,36220,29316
FR_35377_S2_10m_256.nc,FR,178,147,65389
SE_19782_S2_10m_256.nc,SE,2081,9554,55982
AT_8249_S2_10m_256.nc,AT,2895,13082,52454
NL_4992_S2_10m_256.nc,NL,24849,56484,9052
NL_2421_S2_10m_256.nc,NL,29826,35637,29899
AT_6339_S2_10m_256.nc,AT,18577,37935,27601
FR_55578_S2_10m_256.nc,FR,0,0,65536
AT_8472_S2_10m_256.nc,AT,6298,7523,58013
AT_10034_S2_10m_256.nc,AT,0,0,65536
SE_19270_S2_10m_256.nc,SE,9234,20128,45408
LU_193_S2_10m_256.nc,LU,21210,44722,20814
NL_3141_S2_10m_256.nc,NL,13306,27748,37788
SE_8940_S2_10m_256.nc,SE,2008,2589,62947
LU_136_S2_10m_256.nc,LU,18157,33083,32453
AT_5670_S2_10m_256.nc,AT,18712,32330,33206
AT_7725_S2_10m_256.nc,AT,5175,5291,60245
FR_68749_S2_10m_256.nc,FR,300,2664,62872
AT_7711_S2_10m_256.nc,AT,7592,11154,54382
FR_59813_S2_10m_256.nc,FR,0,0,65536
ES_1622_S2_10m_256.nc,ES,26648,19445,46091
SE_4707_S2_10m_256.nc,SE,5554,9870,55666
SE_18105_S2_10m_256.nc,SE,18710,34552,30984
SE_30539_S2_10m_256.nc,SE,11717,48465,17071
AT_4471_S2_10m_256.nc,AT,8145,44378,21158
FR_24752_S2_10m_256.nc,FR,19938,40973,24563
FR_53369_S2_10m_256.nc,FR,5198,31570,33966
AT_8246_S2_10m_256.nc,AT,9223,11057,54479
AT_4158_S2_10m_256.nc,AT,14349,19356,46180
FR_52264_S2_10m_256.nc,FR,3026,30245,35291
SI_671_S2_10m_256.nc,SI,22477,22559,42977
SE_26265_S2_10m_256.nc,SE,15890,23220,42316
AT_6302_S2_10m_256.nc,AT,11343,17993,47543
AT_7361_S2_10m_256.nc,AT,5265,7959,57577
ES_1201_S2_10m_256.nc,ES,21953,31579,33957
AT_4994_S2_10m_256.nc,AT,14954,22076,43460
SE_11276_S2_10m_256.nc,SE,5575,9249,56287
AT_6836_S2_10m_256.nc,AT,1618,6454,59082
SE_14321_S2_10m_256.nc,SE,23754,54921,10615
LU_31_S2_10m_256.nc,LU,12848,19543,45993
FR_63685_S2_10m_256.nc,FR,27528,42616,22920
SI_1502_S2_10m_256.nc,SI,5589,3548,61988
ES_1931_S2_10m_256.nc,ES,0,0,65536
AT_6850_S2_10m_256.nc,AT,22035,35781,29755
ES_759_S2_10m_256.nc,ES,30880,43115,22421
AT_7686_S2_10m_256.nc,AT,39161,49852,15684
ES_2285_S2_10m_256.nc,ES,392,201,65335
NL_4380_S2_10m_256.nc,NL,30724,55422,10114
SE_7007_S2_10m_256.nc,SE,7636,11723,53813
AT_2834_S2_10m_256.nc,AT,17689,21607,43929
ES_2403_S2_10m_256.nc,ES,1253,837,64699
FR_15282_S2_10m_256.nc,FR,1529,1179,64357
ES_1877_S2_10m_256.nc,ES,2991,3377,62159
AT_3429_S2_10m_256.nc,AT,7736,43865,21671
NL_1029_S2_10m_256.nc,NL,2837,2793,62743
NL_2749_S2_10m_256.nc,NL,4692,6123,59413
ES_1876_S2_10m_256.nc,ES,0,0,65536
NL_3683_S2_10m_256.nc,NL,27706,57159,8377
FR_33165_S2_10m_256.nc,FR,3768,9434,56102
AT_5370_S2_10m_256.nc,AT,24921,39333,26203
SE_32869_S2_10m_256.nc,SE,68,39,65497
ES_127_S2_10m_256.nc,ES,17235,56042,9494
ES_2096_S2_10m_256.nc,ES,22284,35101,30435
NL_2190_S2_10m_256.nc,NL,34511,37959,27577
FR_43165_S2_10m_256.nc,FR,29971,43139,22397
NL_2210_S2_10m_256.nc,NL,3319,4822,60714
SI_1326_S2_10m_256.nc,SI,3783,5429,60107
NL_1871_S2_10m_256.nc,NL,16374,21688,43848
AT_6992_S2_10m_256.nc,AT,3576,3969,61567
FR_46557_S2_10m_256.nc,FR,8068,23774,41762
AT_7355_S2_10m_256.nc,AT,152,94,65442
NL_1186_S2_10m_256.nc,NL,16506,43727,21809
FR_67924_S2_10m_256.nc,FR,2082,36286,29250
FR_56362_S2_10m_256.nc,FR,9,4,65532
SE_21634_S2_10m_256.nc,SE,14489,24257,41279
ES_1678_S2_10m_256.nc,ES,30179,47111,18425
FR_69569_S2_10m_256.nc,FR,2084,29625,35911
SE_19649_S2_10m_256.nc,SE,15989,46777,18759
AT_5199_S2_10m_256.nc,AT,5366,19497,46039
SE_32827_S2_10m_256.nc,SE,7905,10528,55008
SE_24349_S2_10m_256.nc,SE,19819,48132,17404
SE_9343_S2_10m_256.nc,SE,5969,8491,57045
SE_13951_S2_10m_256.nc,SE,7448,10878,54658
ES_3815_S2_10m_256.nc,ES,22857,32560,32976
FR_59418_S2_10m_256.nc,FR,570,3296,62240
FR_58950_S2_10m_256.nc,FR,16806,47173,18363
FR_15945_S2_10m_256.nc,FR,18069,30344,35192
NL_1575_S2_10m_256.nc,NL,12053,15168,50368
FR_61718_S2_10m_256.nc,FR,15456,19224,46312
FR_57309_S2_10m_256.nc,FR,805,1749,63787
AT_3794_S2_10m_256.nc,AT,586,774,64762
ES_1376_S2_10m_256.nc,ES,31319,36247,29289
FR_55584_S2_10m_256.nc,FR,3207,4659,60877
AT_5662_S2_10m_256.nc,AT,890,2172,63364
NL_3403_S2_10m_256.nc,NL,18797,41447,24089
SI_1641_S2_10m_256.nc,SI,28017,32743,32793
AT_8767_S2_10m_256.nc,AT,3226,3186,62350
AT_9152_S2_10m_256.nc,AT,14200,20399,45137
SE_37867_S2_10m_256.nc,SE,23208,42154,23382
NL_3912_S2_10m_256.nc,NL,26719,44835,20701
AT_1053_S2_10m_256.nc,AT,6006,15427,50109
FR_50987_S2_10m_256.nc,FR,13794,36586,28950
FR_29904_S2_10m_256.nc,FR,14727,37164,28372
SI_371_S2_10m_256.nc,SI,23348,24494,41042
SE_18194_S2_10m_256.nc,SE,3303,4659,60877
SE_4309_S2_10m_256.nc,SE,22166,30994,34542
ES_3878_S2_10m_256.nc,ES,21797,37301,28235
ES_1190_S2_10m_256.nc,ES,30978,57992,7544
FR_38034_S2_10m_256.nc,FR,2052,5589,59947
SE_37860_S2_10m_256.nc,SE,1591,2479,63057
SE_34019_S2_10m_256.nc,SE,9563,14548,50988
NL_1344_S2_10m_256.nc,NL,28066,42897,22639
SE_18966_S2_10m_256.nc,SE,7983,14293,51243
NL_2832_S2_10m_256.nc,NL,0,0,65536
AT_5928_S2_10m_256.nc,AT,6108,22016,43520
ES_1147_S2_10m_256.nc,ES,515,776,64760
SE_14327_S2_10m_256.nc,SE,4498,10689,54847
AT_8938_S2_10m_256.nc,AT,33459,58773,6763
NL_4047_S2_10m_256.nc,NL,23490,45892,19644
AT_6701_S2_10m_256.nc,AT,5815,7061,58475
AT_8232_S2_10m_256.nc,AT,5466,5337,60199
AT_8236_S2_10m_256.nc,AT,7592,9722,55814
SE_13203_S2_10m_256.nc,SE,13372,35728,29808
SE_31317_S2_10m_256.nc,SE,5298,9080,56456
AT_3204_S2_10m_256.nc,AT,1223,1752,63784
AT_9006_S2_10m_256.nc,AT,2901,3036,62500
NL_254_S2_10m_256.nc,NL,19964,39830,25706
NL_3424_S2_10m_256.nc,NL,927,1270,64266
NL_2115_S2_10m_256.nc,NL,32519,34793,30743
ES_1249_S2_10m_256.nc,ES,25051,39608,25928
NL_4690_S2_10m_256.nc,NL,20434,55065,10471
FR_19960_S2_10m_256.nc,FR,1825,3838,61698
NL_2865_S2_10m_256.nc,NL,5814,10850,54686
NL_3341_S2_10m_256.nc,NL,3347,5282,60254
AT_8637_S2_10m_256.nc,AT,25239,54253,11283
AT_8424_S2_10m_256.nc,AT,22653,47183,18353
FR_33750_S2_10m_256.nc,FR,15330,25672,39864
NL_1413_S2_10m_256.nc,NL,5136,9336,56200
AT_2243_S2_10m_256.nc,AT,3483,33559,31977
ES_2032_S2_10m_256.nc,ES,24521,33933,31603
NL_3506_S2_10m_256.nc,NL,0,0,65536
AT_1057_S2_10m_256.nc,AT,2484,20241,45295
FR_25851_S2_10m_256.nc,FR,14992,37516,28020
AT_5944_S2_10m_256.nc,AT,2901,24888,40648
SE_23906_S2_10m_256.nc,SE,7760,8043,57493
FR_27766_S2_10m_256.nc,FR,15504,39087,26449
ES_2780_S2_10m_256.nc,ES,26506,46080,19456
AT_6157_S2_10m_256.nc,AT,470,402,65134
AT_2829_S2_10m_256.nc,AT,7757,47125,18411
ES_2714_S2_10m_256.nc,ES,11064,9169,56367
AT_2691_S2_10m_256.nc,AT,2122,15599,49937
AT_7050_S2_10m_256.nc,AT,3555,20391,45145
NL_3994_S2_10m_256.nc,NL,24035,35431,30105
FR_26090_S2_10m_256.nc,FR,18212,51795,13741
AT_4895_S2_10m_256.nc,AT,3316,5786,59750
AT_7180_S2_10m_256.nc,AT,10244,11183,54353
ES_1246_S2_10m_256.nc,ES,30839,38284,27252
FR_55818_S2_10m_256.nc,FR,3550,22388,43148
AT_8538_S2_10m_256.nc,AT,20103,31839,33697
NL_2973_S2_10m_256.nc,NL,18398,53300,12236
NL_2118_S2_10m_256.nc,NL,43102,50903,14633
NL_3652_S2_10m_256.nc,NL,20890,43671,21865
